Aritzia,https://www.aritzia.com/
Ugg,https://www.ugg.com/
Finish Line,https://www.finishline.com/
Dillard's,https://www.dillards.com/
Goat,https://www.goat.com/
Shein,https://us.shein.com/
Bed Bath & Beyond,https://www.bedbathandbeyond.com/
Old Navy,https://oldnavy.gap.com/
DSW,https://www.dsw.com/
Adidas,https://www.adidas.com/
Fight Club,https://www.flightclub.com/
Forever 21,https://www.forever21.com/
Fenty Beauty,https://www.fentybeauty.com/
Dolls Kill,https://www.dollskill.com/
Ulta Beauty,https://www.ulta.com/
Designer Revival,https://www.designerrevival.com/
True Religion,https://www.truereligion.com/
Crocs,https://www.crocs.com/
Murad,https://www.murad.com/
Revolve,https://www.revolve.com/
Steve Madden,https://www.stevemadden.com/
Fragrancenet.com,https://www.fragrancenet.com/
Boohoo,https://us.boohoo.com/
Kylie Skin,https://kylieskin.com/
Tarte,https://tartecosmetics.com/
L'ange Hair,https://langehair.com/
Ray-Ban,https://www.ray-ban.com/
Pacsun,https://www.pacsun.com/
Glossier,https://www.glossier.com/
PrettyLittleThing,https://www.prettylittlething.us/
Lululemon,https://shop.lululemon.com/
JD Sports,https://www.jdsports.com/
Free People,https://www.freepeople.com/
Pandora,https://us.pandora.net/
The RealReal,https://www.therealreal.com/
American Eagle,https://www.ae.com/
Urban Outfitters,https://www.urbanoutfitters.com/
Asos,https://www.asos.com/
Goli Nutrition Inc.,https://goli.com/
Gap,https://www.gap.com/
Levi's,https://www.levi.com/
Cost Plus World Market,https://www.worldmarket.com/
Banana Republic,https://bananarepublic.gap.com/
J. Crew,https://www.jcrew.com/
Lucky Brand,https://www.luckybrand.com/
Moon Juice,https://moonjuice.com/
Bandolier,https://www.bandolierstyle.com/
Morphe,https://www.morphe.com/
Anthropologie,https://www.anthropologie.com/
Cotton on,https://cottonon.com/
Madewell,https://www.madewell.com/
Puma,https://us.puma.com/
Chico's,https://www.chicos.com/
Athleta,https://athleta.gap.com/
Kilian,https://www.bykilian.com/
Athletic Propulsion Labs,https://www.athleticpropulsionlabs.com/
Gymshark,https://www.gymshark.com/
Reformation,https://www.thereformation.com/
Vince Camuto,https://www.vincecamuto.com/
Nasty Gal,https://www.nastygal.com/
Sunglass Hut,https://www.sunglasshut.com/
Princess Polly,https://us.princesspolly.com/
Pura Vida,https://www.puravidabracelets.com/
Dragon Beauty,https://dragunbeauty.com/
Asoph,https://www.asoph.com/
Freebird Stores,https://www.freebirdstores.com/
Alo Yoga,https://www.aloyoga.com/
Estee Lauder,https://www.esteelauder.com/
KKW Beauty,https://kkwbeauty.com/
Expert Brand,https://www.expertbrand.com/
BH Cosmetics,https://www.bhcosmetics.com/
